tgl,ot,lat,lon,depth,mag,remark
2023-01-01,23:59:32.053,-2.53,140.69,10,3.6,Near North Coast of Irian Jaya
2023-01-01,20:14:31.327,2.05,98.89,10,3.2,Northern Sumatra - Indonesia
2023-01-01,19:46:22.614,2.05,98.89,10,3.1,Northern Sumatra - Indonesia
2023-01-01,19:42:48.918,-2.41,140.7,10,3.9,Near North Coast of Irian Jaya
2023-01-01,19:40:26.791,2.05,98.9,10,2.5,Northern Sumatra - Indonesia
2023-01-01,19:36:10.384,-0.23,123.18,32,2.8,Minahassa Peninsula - Sulawesi
2023-01-01,19:34:55.807,-3.26,131.11,16,4.0,Irian Jaya Region - Indonesia
2023-01-01,19:06:55.537,-2.55,140.78,10,3.1,Near North Coast of Irian Jaya
2023-01-01,19:03:05.217,2.2,128.21,139,3.8,Halmahera - Indonesia
2023-01-01,18:51:30.327,-2.5,140.7,10,3.9,Near North Coast of Irian Jaya
2023-01-01,18:50:57.811,3.14,127.81,112,4.1,Talaud Islands - Indonesia
2023-01-01,18:24:30.501,-2.46,140.78,10,5.4,Near North Coast of Irian Jaya
2023-01-01,18:24:30.501,-2.46,140.78,10,5.4,Near North Coast of Irian Jaya
2023-01-01,17:17:23.602,1.08,121.76,12,3.7,Minahassa Peninsula - Sulawesi
2023-01-01,15:55:07.993,2.09,98.87,10,3.8,Northern Sumatra - Indonesia
2023-01-01,15:46:18.141,2.06,98.92,10,2.6,Northern Sumatra - Indonesia
2023-01-01,15:38:14.570,-7.6,106.66,29,3.5,Java - Indonesia
2023-01-01,14:41:05.363,-1.16,120.23,10,3.0,Sulawesi - Indonesia
2023-01-01,14:38:38.919,-2.5,139.76,38,2.9,Near North Coast of Irian Jaya
2023-01-01,14:15:21.112,-9.13,109.56,10,3.3,South of Java - Indonesia
2023-01-01,14:06:12.622,-7.23,106.8,114,3.0,Java - Indonesia
2023-01-01,13:37:51.320,-2.97,128.36,13,3.8,Ceram Sea
2023-01-01,13:13:10.464,2.04,98.87,10,2.6,Northern Sumatra - Indonesia
2023-01-01,13:03:47.808,2.06,98.9,10,2.9,Northern Sumatra - Indonesia
2023-01-01,11:42:09.856,-6.8,107.08,12,1.9,Java - Indonesia
2023-01-01,10:52:39.475,-6.79,107.09,10,3.0,Java - Indonesia
2023-01-01,10:38:08.278,0.14,124.12,76,3.1,Minahassa Peninsula - Sulawesi
2023-01-01,10:17:42.705,2.13,128.3,10,3.7,Halmahera - Indonesia
2023-01-01,09:24:02.701,-5.28,103.16,24,3.0,Southern Sumatra - Indonesia
2023-01-01,07:28:12.784,-0.27,122.96,14,2.4,Minahassa Peninsula - Sulawesi
2023-01-01,04:20:09.775,-1.52,99.88,24,3.9,Southern Sumatra - Indonesia
2023-01-01,04:09:31.458,-4.93,102.79,20,4.0,Southern Sumatra - Indonesia
2023-01-01,02:58:10.659,-3.64,121.49,10,2.5,Sulawesi - Indonesia
2023-01-01,02:52:35.978,-3.7,121.52,10,2.6,Sulawesi - Indonesia
2023-01-01,02:51:18.031,-3.5,121.52,10,2.8,Sulawesi - Indonesia
2023-01-01,02:47:25.465,-1.42,100.47,54,3.2,Southern Sumatra - Indonesia
2023-01-01,02:44:57.972,-3.63,121.54,10,2.5,Sulawesi - Indonesia
2023-01-01,00:50:33.188,-2.71,128.54,10,3.8,Ceram Sea
2023-01-01,00:45:29.169,-0.04,123.66,87,2.6,Minahassa Peninsula - Sulawesi
2023-01-01,00:42:15.838,-0.67,124.44,10,2.8,Southern Molucca Sea
2023-01-02,23:55:20.881,-8.09,107.9,24,4.7,Java - Indonesia
2023-01-02,23:55:20.881,-8.09,107.9,24,4.7,Java - Indonesia
2023-01-02,23:27:29.767,-9.14,118.07,15,2.3,Sumbawa Region - Indonesia
2023-01-02,22:57:52.946,-2.57,140.83,12,2.6,Near North Coast of Irian Jaya
2023-01-02,22:39:59.797,-2.46,140.69,10,4.0,Near North Coast of Irian Jaya
2023-01-02,22:31:27.561,-2.39,140.77,10,2.9,Near North Coast of Irian Jaya
2023-01-02,22:19:43.773,-2.53,140.71,14,2.1,Near North Coast of Irian Jaya
2023-01-02,22:08:42.030,5.52,97.07,11,2.5,Northern Sumatra - Indonesia
2023-01-02,22:08:19.198,1.31,122.74,10,3.2,Minahassa Peninsula - Sulawesi
2023-01-02,22:07:18.381,-1.83,133.49,19,2.4,Irian Jaya Region - Indonesia
2023-01-02,22:04:47.899,-2.4,140.8,10,2.4,Near North Coast of Irian Jaya
2023-01-02,21:56:21.269,-2.43,140.71,10,2.6,Near North Coast of Irian Jaya
2023-01-02,21:55:39.938,5.4,96.98,11,2.3,Northern Sumatra - Indonesia
2023-01-02,21:53:56.033,-2.45,140.37,10,3.2,Near North Coast of Irian Jaya
2023-01-02,21:39:23.735,5.47,96.99,10,4.3,Northern Sumatra - Indonesia
2023-01-02,21:37:06.561,-2.41,140.75,10,2.8,Near North Coast of Irian Jaya
2023-01-02,21:34:26.490,-8.97,114.46,78,2.8,Bali Region - Indonesia
2023-01-02,21:32:52.936,-2.44,140.75,10,3.5,Near North Coast of Irian Jaya
2023-01-02,21:30:04.796,-6.73,106.13,87,2.7,Java - Indonesia
2023-01-02,21:05:36.265,3.66,127.11,32,4.2,Talaud Islands - Indonesia
2023-01-02,21:04:41.250,3.67,97.66,10,2.7,Northern Sumatra - Indonesia
2023-01-02,20:22:51.748,1.26,122.75,10,4.3,Minahassa Peninsula - Sulawesi
2023-01-02,20:21:45.606,-2.5,140.68,10,3.8,Near North Coast of Irian Jaya
2023-01-02,20:04:43.640,-2.42,140.75,10,2.3,Near North Coast of Irian Jaya
2023-01-02,19:54:43.074,-6.81,106.11,116,2.7,Java - Indonesia
2023-01-02,19:42:42.664,-2.5,140.77,10,2.4,Near North Coast of Irian Jaya
2023-01-02,19:34:50.542,-2.52,140.81,10,2.8,Near North Coast of Irian Jaya
2023-01-02,19:25:57.015,1.78,99.1,10,2.5,Northern Sumatra - Indonesia
2023-01-02,19:24:50.130,-2.42,140.72,10,2.0,Near North Coast of Irian Jaya
2023-01-02,19:14:29.374,-2.43,140.74,10,2.5,Near North Coast of Irian Jaya
2023-01-02,19:09:36.517,-2.41,140.74,10,2.7,Near North Coast of Irian Jaya
2023-01-02,19:06:39.546,-2.43,140.73,10,2.6,Near North Coast of Irian Jaya
2023-01-02,19:02:58.791,4.57,96.46,12,2.1,Northern Sumatra - Indonesia
2023-01-02,18:59:35.187,-2.88,128.5,16,2.4,Ceram Sea
2023-01-02,18:53:27.723,-2.3,140.78,10,2.8,Near North Coast of Irian Jaya
2023-01-02,18:42:08.773,3.18,127.36,23,3.5,Talaud Islands - Indonesia
2023-01-02,18:31:59.654,-2.41,140.78,10,1.8,Near North Coast of Irian Jaya
2023-01-02,18:23:10.830,-4.37,138.56,166,3.4,Irian Jaya - Indonesia
2023-01-02,18:21:18.398,-2.56,140.8,10,1.8,Near North Coast of Irian Jaya
2023-01-02,18:09:51.040,-8.75,118.72,10,2.3,Sumbawa Region - Indonesia
2023-01-02,18:06:59.053,-9.08,110.09,10,3.1,South of Java - Indonesia
2023-01-02,17:51:38.995,-8.48,118.18,127,2.5,Sumbawa Region - Indonesia
2023-01-02,17:51:37.680,-2.47,140.76,10,2.0,Near North Coast of Irian Jaya
2023-01-02,17:47:05.713,-5.09,103.82,63,2.7,Southern Sumatra - Indonesia
2023-01-02,17:38:23.540,-2.43,140.72,10,2.4,Near North Coast of Irian Jaya
2023-01-02,17:17:41.965,-2.21,140.9,10,2.4,Near North Coast of Irian Jaya
2023-01-02,16:58:44.781,1.25,122.72,11,2.9,Minahassa Peninsula - Sulawesi
2023-01-02,16:49:51.141,-8.65,112.61,101,4.1,Java - Indonesia
2023-01-02,16:35:55.613,-2.44,140.76,10,2.7,Near North Coast of Irian Jaya
2023-01-02,16:35:26.735,2.71,126.26,15,2.8,Northern Molucca Sea
2023-01-02,16:07:31.200,-7.23,125.33,493,4.7,Banda Sea
2023-01-02,15:59:21.110,-2.37,140.79,10,2.5,Near North Coast of Irian Jaya
2023-01-02,15:59:20.991,-8.88,111.96,107,2.9,Java - Indonesia
2023-01-02,15:42:34.136,-2.33,140.8,10,2.0,Near North Coast of Irian Jaya
2023-01-02,15:33:23.548,-6.8,107.11,10,1.7,Java - Indonesia
2023-01-02,15:30:40.778,5.43,96.99,10,2.3,Northern Sumatra - Indonesia
2023-01-02,15:29:01.994,-2.36,140.75,10,2.2,Near North Coast of Irian Jaya
2023-01-02,15:26:16.472,-2.36,140.79,10,2.0,Near North Coast of Irian Jaya
2023-01-02,15:17:08.028,-2.43,140.71,10,2.7,Near North Coast of Irian Jaya
2023-01-02,14:55:55.143,-2.43,140.78,10,2.2,Near North Coast of Irian Jaya
2023-01-02,14:47:18.335,-2.42,140.76,10,2.2,Near North Coast of Irian Jaya
2023-01-02,14:34:54.176,-2.42,140.77,10,1.7,Near North Coast of Irian Jaya
2023-01-02,14:29:47.245,-2.37,140.81,10,2.6,Near North Coast of Irian Jaya
2023-01-02,14:25:02.026,-2.35,140.8,10,3.6,Near North Coast of Irian Jaya
2023-01-02,14:24:15.461,-2.66,133.88,10,3.3,Irian Jaya Region - Indonesia
2023-01-02,14:20:02.644,0.45,121.21,79,3.1,Minahassa Peninsula - Sulawesi
2023-01-02,14:17:52.988,0.4,98.59,18,2.3,Northern Sumatra - Indonesia
2023-01-02,14:12:30.001,-9.1,115.46,60,2.7,South of Bali - Indonesia
2023-01-02,14:05:55.326,-3.91,129.5,41,2.5,Seram - Indonesia
2023-01-02,13:44:59.273,3.36,97.9,10,1.5,Northern Sumatra - Indonesia
2023-01-02,13:16:18.253,4.88,96.05,13,1.7,Northern Sumatra - Indonesia
2023-01-02,13:15:54.629,-2.44,140.73,10,2.1,Near North Coast of Irian Jaya
2023-01-02,12:59:35.132,-5.27,104.61,21,2.1,Southern Sumatra - Indonesia
2023-01-02,12:58:43.052,-10.36,113.43,10,3.8,South of Java - Indonesia
2023-01-02,12:13:52.823,-2.43,140.72,10,2.3,Near North Coast of Irian Jaya
2023-01-02,10:52:56.388,-2.37,140.79,10,2.8,Near North Coast of Irian Jaya
2023-01-02,10:42:39.921,-7.08,108.47,265,3.3,Java - Indonesia
2023-01-02,10:40:02.135,5.41,96.99,10,4.8,Northern Sumatra - Indonesia
2023-01-02,10:40:02.135,5.41,96.99,10,4.8,Northern Sumatra - Indonesia
2023-01-02,10:37:58.742,-2.35,140.81,10,2.8,Near North Coast of Irian Jaya
2023-01-02,10:33:28.831,-2.35,140.77,10,3.2,Near North Coast of Irian Jaya
2023-01-02,10:30:54.057,-7.79,107.3,26,3.8,Java - Indonesia
2023-01-02,10:27:11.056,-8.96,111.25,10,3.0,Java - Indonesia
2023-01-02,10:04:48.476,5.86,126.41,10,4.5,Mindanao - Philippines
2023-01-02,10:00:48.138,-2.46,140.78,10,2.5,Near North Coast of Irian Jaya
2023-01-02,09:35:05.292,-7.3,107.45,95,2.0,Java - Indonesia
2023-01-02,09:25:15.330,-2.28,140.78,10,2.9,Near North Coast of Irian Jaya
2023-01-02,09:20:33.518,-2.42,140.74,10,2.5,Near North Coast of Irian Jaya
2023-01-02,09:05:43.023,-3.18,130.5,10,3.0,Seram - Indonesia
2023-01-02,08:17:28.456,-2.22,140.8,10,2.8,Near North Coast of Irian Jaya
2023-01-02,07:55:11.766,-2.52,140.71,10,3.2,Near North Coast of Irian Jaya
2023-01-02,07:32:27.525,-2.44,140.75,10,2.5,Near North Coast of Irian Jaya
2023-01-02,07:24:13.042,0.85,97.4,22,2.6,Northern Sumatra - Indonesia
2023-01-02,06:58:16.255,1.56,98.6,59,2.6,Northern Sumatra - Indonesia
2023-01-02,06:56:43.213,-2.39,140.78,10,2.7,Near North Coast of Irian Jaya
2023-01-02,06:31:18.398,-2.42,140.74,10,2.5,Near North Coast of Irian Jaya
2023-01-02,06:21:48.096,-8.31,117.23,10,2.5,Sumbawa Region - Indonesia
2023-01-02,06:17:58.448,-5.61,101.58,27,4.0,Southwest of Sumatra - Indonesia
2023-01-02,05:51:23.182,-2.36,140.81,10,2.9,Near North Coast of Irian Jaya
2023-01-02,04:06:55.177,-6.8,107.12,10,2.4,Java - Indonesia
2023-01-02,03:47:11.033,-2.48,140.74,10,2.9,Near North Coast of Irian Jaya
2023-01-02,03:45:36.272,-6.56,129.86,150,4.4,Banda Sea
2023-01-02,02:22:28.454,-2.43,140.74,10,3.5,Near North Coast of Irian Jaya
2023-01-02,00:46:55.246,-2.48,140.64,10,3.1,Near North Coast of Irian Jaya
2023-01-02,00:24:13.063,2.07,98.93,10,2.4,Northern Sumatra - Indonesia
2023-01-02,00:06:38.179,-6.8,107.1,13,2.3,Java - Indonesia
2023-01-03,19:51:43.642,-9.5,117.09,31,3.4,Sumbawa Region - Indonesia
2023-01-03,19:19:33.610,-2.39,140.76,10,3.2,Near North Coast of Irian Jaya
2023-01-03,18:38:46.038,5.56,94.64,31,3.7,Northern Sumatra - Indonesia
2023-01-03,18:32:11.261,-6.86,107.05,19,1.6,Java - Indonesia
2023-01-03,18:27:17.513,-2.37,140.75,10,2.6,Near North Coast of Irian Jaya
2023-01-03,18:23:59.360,-2.33,140.74,10,3.3,Near North Coast of Irian Jaya
2023-01-03,18:23:29.066,-2.3,140.73,10,3.4,Near North Coast of Irian Jaya
2023-01-03,18:22:18.786,-0.58,119.84,10,2.1,Minahassa Peninsula - Sulawesi
2023-01-03,18:22:05.929,-0.58,119.85,10,2.2,Minahassa Peninsula - Sulawesi
2023-01-03,17:57:07.988,-2.41,140.72,10,4.3,Near North Coast of Irian Jaya
2023-01-03,17:55:44.000,-2.47,140.68,10,4.3,Near North Coast of Irian Jaya
2023-01-03,17:55:36.737,0.27,120.07,81,3.8,Minahassa Peninsula - Sulawesi
2023-01-03,17:53:27.726,-2.29,120.7,10,2.2,Sulawesi - Indonesia
2023-01-03,17:29:56.608,4.87,127.88,47,3.9,Talaud Islands - Indonesia
2023-01-03,17:11:40.755,-2.42,140.69,10,3.7,Near North Coast of Irian Jaya
2023-01-03,17:05:58.539,-2.4,140.7,10,2.5,Near North Coast of Irian Jaya
2023-01-03,17:00:13.981,-2.44,140.75,10,3.1,Near North Coast of Irian Jaya
2023-01-03,16:55:14.938,-2.52,140.71,17,2.3,Near North Coast of Irian Jaya
2023-01-03,16:46:20.673,-2.37,140.8,10,2.7,Near North Coast of Irian Jaya
2023-01-03,16:31:24.742,-2.55,140.77,13,2.8,Near North Coast of Irian Jaya
2023-01-03,15:55:48.517,-2.48,140.7,10,3.5,Near North Coast of Irian Jaya
2023-01-03,15:46:18.462,-2.89,134.17,12,4.7,Irian Jaya Region - Indonesia
2023-01-03,15:43:48.773,-6.79,107.13,15,2.0,Java - Indonesia
2023-01-03,15:32:54.473,-2.25,140.72,10,3.3,Near North Coast of Irian Jaya
2023-01-03,15:31:35.490,-2.87,134.2,10,4.6,Irian Jaya Region - Indonesia
2023-01-03,15:18:36.164,-2.67,133.88,10,3.1,Irian Jaya Region - Indonesia
2023-01-03,14:55:42.034,-6.87,106.95,10,2.4,Java - Indonesia
2023-01-03,14:39:32.245,-6.77,107.12,11,2.4,Java - Indonesia
2023-01-03,13:33:28.509,-6.8,106.99,19,2.1,Java - Indonesia
2023-01-03,13:29:15.800,-2.33,140.79,10,2.8,Near North Coast of Irian Jaya
2023-01-03,13:27:30.135,-2.42,140.7,10,2.4,Near North Coast of Irian Jaya
2023-01-03,13:18:12.394,-2.28,140.82,10,3.1,Near North Coast of Irian Jaya
2023-01-03,13:15:23.653,-2.43,140.72,10,2.3,Near North Coast of Irian Jaya
2023-01-03,13:03:41.099,-2.35,140.8,10,3.0,Near North Coast of Irian Jaya
2023-01-03,12:55:30.967,-2.39,141.01,10,5.1,Near N. Coast of New Guinea - PNG.
2023-01-03,12:55:30.967,-2.39,141.01,10,5.1,Near N. Coast of New Guinea - PNG.
2023-01-03,12:48:31.616,-3.78,133.39,10,3.6,Irian Jaya Region - Indonesia
2023-01-03,12:40:00.856,-2.97,139.89,19,3.8,Near North Coast of Irian Jaya
2023-01-03,12:35:46.813,-2.52,140.75,10,3.2,Near North Coast of Irian Jaya
2023-01-03,12:29:05.774,-2.5,140.71,10,3.7,Near North Coast of Irian Jaya
2023-01-03,11:36:39.877,-2.54,140.84,13,2.4,Near North Coast of Irian Jaya
2023-01-03,11:34:23.441,-2.41,140.81,12,3.2,Near North Coast of Irian Jaya
2023-01-03,11:20:37.419,-2.33,140.79,10,3.0,Near North Coast of Irian Jaya
2023-01-03,11:15:35.467,-2.55,140.7,11,2.7,Near North Coast of Irian Jaya
2023-01-03,10:50:17.527,-6.8,107.12,12,2.2,Java - Indonesia
2023-01-03,10:42:50.674,-2.58,140.82,10,2.8,Near North Coast of Irian Jaya
2023-01-03,10:39:33.210,-2.33,140.78,10,3.0,Near North Coast of Irian Jaya
2023-01-03,10:39:05.133,-3.73,133.45,10,3.6,Irian Jaya Region - Indonesia
2023-01-03,10:29:30.346,-2.43,140.8,10,3.3,Near North Coast of Irian Jaya
2023-01-03,10:24:45.487,-2.41,140.76,10,4.0,Near North Coast of Irian Jaya
2023-01-03,09:54:06.960,-2.51,140.69,10,4.3,Near North Coast of Irian Jaya
2023-01-03,09:50:42.664,-2.5,140.72,10,3.5,Near North Coast of Irian Jaya
2023-01-03,09:41:45.476,-3.76,133.47,10,3.9,Irian Jaya Region - Indonesia
2023-01-03,09:34:46.431,-2.45,140.77,10,4.2,Near North Coast of Irian Jaya
2023-01-03,09:32:26.205,-3.74,133.49,10,4.9,Irian Jaya Region - Indonesia
2023-01-03,09:32:26.205,-3.74,133.49,10,4.9,Irian Jaya Region - Indonesia
2023-01-03,09:07:51.800,-2.56,140.82,10,3.4,Near North Coast of Irian Jaya
2023-01-03,08:28:58.329,-4.56,102.57,30,3.9,Southern Sumatra - Indonesia
2023-01-03,07:59:35.672,-2.39,139.03,10,3.7,Near North Coast of Irian Jaya
2023-01-03,07:54:13.625,2.57,98.51,10,2.9,Northern Sumatra - Indonesia
2023-01-03,07:34:15.553,-2.36,139.12,12,3.3,Near North Coast of Irian Jaya
2023-01-03,07:14:03.864,-2.77,139.82,28,3.8,Near North Coast of Irian Jaya
2023-01-03,07:02:48.093,-2.43,140.72,13,3.5,Near North Coast of Irian Jaya
2023-01-03,07:01:44.579,-2.43,140.79,10,3.0,Near North Coast of Irian Jaya
2023-01-03,07:01:02.529,-3.44,128.87,10,3.0,Seram - Indonesia
2023-01-03,06:59:17.117,-3.09,128.53,27,2.0,Seram - Indonesia
2023-01-03,06:50:43.670,-3.16,139.94,38,3.7,Irian Jaya - Indonesia
2023-01-03,05:44:43.546,-6.39,129.98,207,4.6,Banda Sea
2023-01-03,05:32:19.979,-7.18,107.6,10,2.5,Java - Indonesia
2023-01-03,03:58:21.870,-2.42,140.77,10,3.3,Near North Coast of Irian Jaya
2023-01-03,03:41:15.790,-2.46,140.73,10,3.4,Near North Coast of Irian Jaya
2023-01-03,03:28:41.895,-2.4,140.77,10,4.0,Near North Coast of Irian Jaya
2023-01-03,01:07:30.628,3.57,124.98,254,4.7,Celebes Sea
2023-01-04,22:34:42.540,-6.83,107.07,10,3.0,Java - Indonesia
2023-01-04,22:15:21.905,-2.54,140.76,10,3.6,Near North Coast of Irian Jaya
2023-01-04,22:03:41.020,-2.59,140.83,10,2.5,Near North Coast of Irian Jaya
2023-01-04,21:50:00.472,-6.69,107.12,10,1.8,Java - Indonesia
2023-01-04,21:29:40.988,1.4,124.5,251,3.8,Minahassa Peninsula - Sulawesi
2023-01-04,20:49:19.275,-3.64,133.59,17,3.7,Irian Jaya Region - Indonesia
2023-01-04,18:32:56.867,-6.96,105.38,10,3.9,Sunda Strait - Indonesia
2023-01-04,17:08:01.180,-2.38,140.75,10,2.1,Near North Coast of Irian Jaya
2023-01-04,17:03:38.476,3.77,126.98,30,3.9,Talaud Islands - Indonesia
2023-01-04,16:56:05.339,-2.3,140.82,10,2.9,Near North Coast of Irian Jaya
2023-01-04,16:36:19.288,3.92,127.04,34,4.1,Talaud Islands - Indonesia
2023-01-04,16:33:07.093,-6.88,106.96,10,2.1,Java - Indonesia
2023-01-04,15:19:01.278,-0.27,124.54,10,3.2,Southern Molucca Sea
2023-01-04,13:50:51.787,-6.85,107.02,14,2.0,Java - Indonesia
2023-01-04,13:27:26.205,-8.94,119.46,95,4.0,Flores Region - Indonesia
2023-01-04,12:16:57.851,-2.42,140.79,11,4.9,Near North Coast of Irian Jaya
2023-01-04,11:31:39.098,2.21,128.35,18,3.6,Halmahera - Indonesia
2023-01-04,10:22:45.824,-2.61,140.75,11,2.9,Near North Coast of Irian Jaya
2023-01-04,09:09:56.942,-2.31,140.79,10,4.0,Near North Coast of Irian Jaya
2023-01-04,08:42:07.335,-2.43,140.65,10,3.9,Near North Coast of Irian Jaya
2023-01-04,08:22:40.437,-6.87,106.98,10,1.9,Java - Indonesia
2023-01-04,08:18:23.638,-2.5,140.66,10,3.7,Near North Coast of Irian Jaya
2023-01-04,06:24:46.452,0.67,127.55,175,3.1,Halmahera - Indonesia
2023-01-04,04:21:06.565,-10.53,113.37,10,4.6,South of Java - Indonesia
2023-01-04,03:57:13.659,0.61,126.59,13,3.5,Northern Molucca Sea
2023-01-04,03:22:11.571,-0.75,98.57,14,4.6,Southern Sumatra - Indonesia
2023-01-04,01:39:41.904,-2.46,140.69,10,4.3,Near North Coast of Irian Jaya
2023-01-04,00:03:28.417,-2.37,140.43,10,3.2,Near North Coast of Irian Jaya
2023-01-05,22:58:54.074,-3.75,133.52,10,4.2,Irian Jaya Region - Indonesia
2023-01-05,20:38:38.181,-5.38,103.24,19,3.8,Southern Sumatra - Indonesia
2023-01-05,20:28:17.350,-7.83,107.26,27,3.7,Java - Indonesia
2023-01-05,17:35:44.610,-8.2,115.54,11,3.1,Bali Region - Indonesia
2023-01-05,17:10:53.494,-7.19,107.62,10,2.7,Java - Indonesia
2023-01-05,15:21:22.836,-5.95,102.73,45,4.2,Southern Sumatra - Indonesia
2023-01-05,15:10:10.978,-2.42,140.74,10,2.8,Near North Coast of Irian Jaya
2023-01-05,14:46:44.910,-3.74,133.57,10,4.0,Irian Jaya Region - Indonesia
2023-01-05,13:38:23.442,1.04,122.37,40,3.6,Minahassa Peninsula - Sulawesi
2023-01-05,12:31:43.033,-5.97,104.9,10,3.6,Southern Sumatra - Indonesia
2023-01-05,09:22:58.275,-2.38,140.7,10,3.1,Near North Coast of Irian Jaya
2023-01-05,09:18:49.250,-0.14,123.0,100,2.9,Minahassa Peninsula - Sulawesi
2023-01-05,08:59:17.970,-6.77,130.36,158,4.4,Banda Sea
2023-01-05,07:52:06.908,-2.47,140.69,10,3.2,Near North Coast of Irian Jaya
2023-01-05,07:51:25.583,-2.9,127.67,12,2.8,Ceram Sea
2023-01-05,03:44:25.281,1.09,128.38,10,3.5,Halmahera - Indonesia
2023-01-05,01:35:37.139,1.57,127.19,93,3.8,Halmahera - Indonesia
2023-01-06,23:34:58.171,-3.21,139.94,56,2.7,Irian Jaya - Indonesia
2023-01-06,23:31:12.119,-10.66,113.24,10,3.7,South of Java - Indonesia
2023-01-06,23:17:49.353,-9.38,115.03,39,2.9,South of Bali - Indonesia
2023-01-06,22:27:53.150,-10.9,112.66,27,4.5,South of Java - Indonesia
2023-01-06,22:27:53.150,-10.9,112.66,27,4.5,South of Java - Indonesia
2023-01-06,20:47:56.682,1.99,97.84,21,4.2,Northern Sumatra - Indonesia
2023-01-06,20:19:20.421,-6.83,107.06,10,1.8,Java - Indonesia
2023-01-06,20:11:24.716,-2.45,140.74,10,2.2,Near North Coast of Irian Jaya
2023-01-06,20:01:23.882,-2.43,140.74,10,2.2,Near North Coast of Irian Jaya
2023-01-06,19:56:41.899,-2.36,140.8,10,2.8,Near North Coast of Irian Jaya
2023-01-06,18:08:43.943,-2.4,140.76,10,2.9,Near North Coast of Irian Jaya
2023-01-06,17:58:36.126,-2.49,140.7,10,2.9,Near North Coast of Irian Jaya
2023-01-06,17:44:35.976,-9.09,124.2,39,3.0,Timor Region
2023-01-06,17:37:49.170,-7.82,119.03,27,2.8,Flores Sea
2023-01-06,17:19:31.514,-2.81,140.87,10,2.2,Near North Coast of Irian Jaya
2023-01-06,17:16:53.861,-2.45,140.77,10,2.3,Near North Coast of Irian Jaya
2023-01-06,17:09:56.588,-0.36,122.74,10,2.5,Minahassa Peninsula - Sulawesi
2023-01-06,15:53:38.223,1.68,99.46,167,3.5,Northern Sumatra - Indonesia
2023-01-06,12:49:02.626,-6.88,106.97,10,1.9,Java - Indonesia
